unique_key,location,on_street,off_street,borough
3976268,,,,
3947166,,,308 MORNINGSTAR ROAD,STATEN ISLAND
4000116,,,,
3974029,,JACKSON AVENUE,,QUEENS
3898922,,,260 39TH STREET,BROOKLYN
3887363,,,8023 16TH AVENUE,BROOKLYN
3999067,,,,
3851288,,,,
3930572,,,5420 15TH AVENUE,BROOKLYN
3945380,,GRAND CENTRAL PARKWAY,,QUEENS
3993120,,,1417 AMSTERDAM AVENUE,MANHATTAN
3958100,,,,
4006221,,,,
4027529,,,,
3873170,"(40.8138025, -73.931372)",,,BRONX
3968040,,,,
3936023,,,,
4016529,,,,
3927377,,,,
4018630,,HARLEM RIVER DRIVE,,MANHATTAN
3849289,,,,
3932385,,,157 NAGLE AVENUE,MANHATTAN
4031423,,,,
4019858,,,,
3900319,,GRAND CENTRAL PARKWAY,,QUEENS
3838613,,,85-25 68TH ROAD,QUEENS
3845352,,,,
3910832,,,,
4019116,,,,
3839039,,,,
3994132,,,,MANHATTAN
3882281,,,,
3842126,,,,
3943207,,,,
3958521,,,,
3902557,,,,
4009451,,,32-13 ASTORIA BOULEVARD NORTH,QUEENS
3961007,,GRAND CENTRAL PARKWAY,,QUEENS
4045668,,,165 EAST 56TH STREET,MANHATTAN
3834692,,WEST SHORE EXPRESSWAY,,STATEN ISLAND
3893768,,,,
4021567,,,175-28 73RD AVENUE,QUEENS
3979126,,,1803A ATLANTIC AVENUE,BROOKLYN
3929154,,,1339 JEROME AVENUE,BRONX
3914630,,WHITESTONE BRIDGE (TOLL),,QUEENS
3965547,"(40.5848947, -73.9486622)",,,BROOKLYN
4047539,,,,
4012682,,REVIEW AVENUE,,QUEENS
3985041,,,,
3933642,"(40.7679541, -73.8379188)",,,QUEENS
4007812,,DEKALB AVENUE,,BROOKLYN
4028388,,BROOKLYN-QUEENS EXPRESSWAY,,QUEENS
3829178,,,70-66 BROADWAY,QUEENS
3904798,,,,
3922340,,,,
3979191,,,,
4037238,,GOWANUS EXPRESSWAY (HOV),,BROOKLYN
3832115,,,,
3865287,,,,
3894218,,,,
4042810,,,,
3858092,,MYRTLE AVENUE,,BROOKLYN
3880412,,,,
3939450,"(40.854908, -73.89644)",,,BRONX
3907429,,,,
3903779,"(40.719544, -73.859129)",,,QUEENS
3843962,,,,BRONX
4003998,,,,
3931260,,,,
3917899,,,,
3953885,,,,
4030715,,,,
3838842,,HUTCHINSON RIVER PARKWAY,,BRONX
3956977,,,1797 BELT PARKWAY,BROOKLYN
3891336,,BELT PARKWAY,,BROOKLYN
3893783,,,,
4043226,,,,
3881898,,,,
3853199,,,,
3828270,,,,
4040997,,JACKIE ROBINSON PARKWAY,,QUEENS
3975502,,,2524 AVENUE M,BROOKLYN
3958834,"(40.7341264, -73.7232452)",,,QUEENS
4020838,,,,
3957515,,,,
4028674,,,,
3874761,,GRAND CENTRAL PARKWAY,,QUEENS
3956417,"(40.7507214, -73.8499579)",,,QUEENS
3969191,,,30-001 21ST STREET,QUEENS
3901632,,,,
3874621,,,2895 ZULETTE AVENUE,BRONX
3883059,,,,
3823716,,,,
4047483,,,,
3883215,,,,
4004295,,,371 50TH STREET,BROOKLYN
3905877,,,395 OCEAN TERRACE,STATEN ISLAND
3958588,,BELT PARKWAY,,QUEENS
3903212,,,,
4010863,"(40.877523, -73.8855053)",,,BRONX
3918913,"(40.702432, -73.8168484)",,,QUEENS
3937404,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3907265,,BELT PARKWAY,,BROOKLYN
3841594,,,,
3974826,,,,
4036057,,,,
3832947,,,,
4036928,,,497 MEEKER AVENUE,BROOKLYN
3904112,,,,
4045048,,,,
3823555,,,,
3996681,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3942597,,,,
3869900,,,,
3865350,,,132-01 LINDEN BOULEVARD,QUEENS
4052645,,,,
3855955,,,,
3945025,,,,
3961232,,,,
3951680,,,,
3960632,,,,
3973578,,BRUCKNER EXPRESSWAY,,BRONX
3975931,,,,
3898365,,LIBERTY AVENUE,,QUEENS
3946286,,,,
3942689,,,,
3974726,,,,
3833414,,,,
3862050,,,1803 RIVERSIDE DRIVE,MANHATTAN
3968897,,,,
4025847,,,,
3838425,"(40.7502317, -74.0084893)",,,MANHATTAN
3950434,,,,
3905939,,,,
3889365,,,,
3833659,,,,
3986569,,,,
4020684,"(40.8434415, -73.94162229999999)",,,MANHATTAN
3885408,,BRUCKNER EXPRESSWAY,,BRONX
3844840,,,,
3833248,,,,
3895948,,,,
3843974,,,1 EAST 233RD STREET,BRONX
3982226,,,,
3994908,,,,
3861907,,,1212 2ND AVENUE,MANHATTAN
3993557,,,24-27 19TH STREET,QUEENS
3888395,,LONG ISLAND EXPRESSWAY,,QUEENS
3896522,,EAST 106TH STREET,,MANHATTAN
4037721,,,,
3886012,,BELT PARKWAY,,BROOKLYN
3939995,,6TH AVENUE,,MANHATTAN
3854907,,,,
3863404,,,,
4054398,,,,
3910504,,BELT PARKWAY,,BROOKLYN
3901338,,,,
3910363,,GRAND CENTRAL PARKWAY,,QUEENS
3937020,,,172 20TH STREET,BROOKLYN
4005909,,,,
3870472,,,,
3948933,"(40.76295229999999, -73.8332935)",,,QUEENS
4053416,"(40.6066162, -74.0446602)",,,STATEN ISLAND
3866558,,,,
3958041,,,,
3836676,,,,
3866632,,,,
3935689,"(40.7412398, -73.9026877)",,,QUEENS
4028552,,,,
3852255,,,,
4054173,,,,
3833362,,,,
3918012,,,,
3858021,,,,
3915865,,,,
4044115,,,,
3939825,"(40.7669574, -73.982578)",,,MANHATTAN
4020794,,,,
3990365,,,,
3902311,,STATEN ISLAND EXPRESSWAY,,STATEN ISLAND
3939358,,,101 WEST 71ST STREET,MANHATTAN
3936328,,,,
3976560,,,,
3843753,,,,
3849630,,,,
4008250,,SOUTH CONDUIT AVENUE,,QUEENS
4010484,,,,
3932102,,,,
4010708,,,,
3998492,,,,
3889670,,,,
3898976,,,,
3880893,,,,
3870662,,,,
3849537,,,,
3980351,,,,
3910853,,,,
4035637,,,,
3925382,,,,
4048512,,,,
3960091,,,,
3849527,"(40.6340114, -73.8816466)",,,BROOKLYN
3993136,,,,
3934316,,,,
3942320,,,,
3936044,,,,
3900744,,,,
3978349,,,,
4028174,,,,
4032701,,,,
3917611,,,,
3860428,,,,
4008361,,,,MANHATTAN
3975061,,,,
3872904,,,,
3900742,,,,
3925339,,,,
3840441,,,,
4032027,,,,
3973353,,ROBERT F. KENNEDY BRIDGE,,MANHATTAN
3876181,,,,
4036948,,,,
4055445,,,,
3954099,,,,
3839154,,,,
3896045,,,,
3899412,,,,
3876606,,,,
3893508,,,,
3829487,,,,
3939214,,,,
3884606,,,,
4009578,,,,
3907317,,,885 2ND AVENUE,MANHATTAN
3980074,,,,
3874437,,,,
3855050,,,,
3958136,,,,
3989394,,,,
3898170,,,,
3944275,,,59-10 92ND STREET,QUEENS
3823851,,,,
4014197,,,,
3915111,,,,
3960003,,,,
4046380,,,,
3865630,,,,
3937419,"(40.7160207, -74.0147908540889)",,,MANHATTAN
4032520,,,159 ARTHUR AVENUE,STATEN ISLAND
3832503,,,,
3981329,,GRAND CENTRAL PARKWAY,,QUEENS
3944516,"(40.759791, -73.987927)",,,MANHATTAN
4032674,"(40.8562619, -73.8391437)",,,BRONX
3850674,,,,
4048581,,,,
3857731,,,5523 GLENWOOD ROAD,BROOKLYN
3886440,,,,
4006252,,,,
3933672,,,,
4027871,,,,
3889929,,CLEARVIEW EXPRESSWAY,,QUEENS
3954362,,VAN WYCK EXPRESSWAY,,QUEENS
3981595,,,401 2ND AVENUE,MANHATTAN
4048653,,,,
3997742,,,159 EAST 37TH STREET,MANHATTAN
3993820,"(40.7551505, -73.9504346)",,,
4033776,,GRAND CENTRAL PARKWAY,,QUEENS
4001354,,,,
3972327,,,,
3894351,,,,
3938177,,STATEN ISLAND EXPRESSWAY,,STATEN ISLAND
3943966,,BRUCKNER EXPRESSWAY,,BRONX
3970506,,,,
4028739,,,,
3833466,,,,
4005731,,,,
4052457,,,,
4028693,,FDR DRIVE,,MANHATTAN
4005906,,,,
4040831,,,355 EAST 82ND STREET,MANHATTAN
4045590,,,101 CENTRAL PARK WEST,MANHATTAN
3994364,,,,
3875742,,ARTHUR KILL ROAD,,STATEN ISLAND
4018375,,,,
4026476,,,750 CONEY ISLAND AVENUE,BROOKLYN
3902343,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3880373,,,,
3849909,,,,
3977663,,,,
3916749,,,,
3947394,,,,
3859237,,,,
4018076,,,,
3895156,,,72 DECKER AVENUE,STATEN ISLAND
3826100,,,1966 BUSSING AVENUE,BRONX
3928633,,,,
3973345,,,,
3902537,,,590 NOSTRAND AVENUE,BROOKLYN
4029421,,,,
4031566,,,,
3979359,,LIBERTY AVENUE,,QUEENS
3922086,"(40.8692395, -73.8856799318825)",,,BRONX
3836831,,,,
4015003,,,,
3955964,,,,
4008041,"(40.84555635, -73.9287096334822)",,,BRONX
3941960,,,,
3889767,,,410 HICKS STREET,BROOKLYN
3858079,,GRAND CENTRAL PARKWAY,,QUEENS
3985011,,,1000 ZEREGA AVENUE,BRONX
4002559,,,,
3856935,,,,
3986349,,,,
3881855,,,,
3848218,,,,
3937345,,,,
3983203,,,2742 MARION AVENUE,BRONX
3865980,,,,
4050069,,MOTHER GASTON BOULEVARD,,BROOKLYN
3858169,,,,
3886526,,,161-01 89TH AVENUE,QUEENS
3893030,,,,
3918190,,BOSTON ROAD,,BRONX
4017161,,,,
3933663,,,,
3968950,,,,
3923275,,,,
3948851,,,,
4047666,,,,
3996004,,,,
3982917,,,14-34 110TH STREET,QUEENS
3916274,"(40.7143934, -73.9334555)",,,BROOKLYN
3875920,,,,
4054327,,,,
3956465,,PENNSYLVANIA AVENUE,,BROOKLYN
3930740,,,,
3947821,,,,
3929138,,,,
3995341,,,,
4053325,,,,
3972214,,,,
3857159,,,,
3985610,,LONG ISLAND EXPRESSWAY,,QUEENS
3822863,,,,
3953393,,,5803 7TH AVENUE,BROOKLYN
4037757,,,5124 11TH AVENUE,BROOKLYN
3981062,,,1286 BEDFORD AVENUE,BROOKLYN
3962712,,,,
4010063,,,,
3971229,,,27 EAST 74TH STREET,MANHATTAN
3819068,,7TH AVENUE,,MANHATTAN
4030284,,,,
3831047,,,,
4005170,,,,
3868600,"(40.753214, -73.9013669)",,,QUEENS
3824551,,,,
3896274,,,,
4043147,,LONG ISLAND EXPRESSWAY,,QUEENS
3932295,,,,
3939997,,,,
3890725,,,,
3841610,,,270 EAST 172ND STREET,BRONX
3908285,,,,
3952289,,ATLANTIC AVENUE,,BROOKLYN
3958413,,,,
4013560,"(40.81372700000001, -73.95958139999999)",,,
3834546,,LONG ISLAND EXPRESSWAY,,QUEENS
3899483,,,,
3873559,,NEW ENGLAND THRUWAY,,BRONX
3905138,,,,
3846229,,,,
3941007,,GRAND CENTRAL PARKWAY,,QUEENS
3904085,,,,
3990989,,,,MANHATTAN
3918397,,BELT PARKWAY,,QUEENS
4013943,,,,
3955346,,,,
4019488,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3874363,,,,
3975131,,,,
3857992,,,,
3843152,,,405 51ST STREET,BROOKLYN
3857636,,LOOP ROAD,,STATEN ISLAND
3986876,,,,
3974527,,,,
3978626,,,,
3950502,,,,
3967484,,,,
4025584,,QUEENS BOULEVARD,,QUEENS
3960565,,,,
4027823,,,,
4035938,,,,
4046791,,,400 WEST 12TH STREET,MANHATTAN
3993860,,,,
3899426,,,390 WILLOUGHBY AVENUE,BROOKLYN
3840902,,,,
4050915,,,,
3857582,,,,
3946058,,,,
3861552,,,,
3825189,,,,
4028452,,,,
3922553,,,,
3957939,,,,
3989193,,,,
3828624,,,,
3879558,,,,
4005450,,,,
3837023,,,,
3878602,,,1001 ELDER AVENUE,BRONX
3968370,,,,
3921313,,,25-48 96TH STREET,QUEENS
3875025,,,,
3989929,,,591 FOREST AVENUE,STATEN ISLAND
3937415,,,,
3976993,,,,
3947717,,,590 NOSTRAND AVENUE,BROOKLYN
3945556,,,,
4042255,,,,
3908345,,,,
3833862,"(40.8656752, -73.8234175)",,,BRONX
4014910,,,,
4029132,,,,
3885665,,,,
3911594,,,,
3859903,,,,
4006800,,MIDLAND AVENUE,,STATEN ISLAND
4004684,,,,
4038644,,,,
4047058,,,,
4010314,,LAUREL HILL BOULEVARD,,QUEENS
3910403,,,185 HEWES STREET,BROOKLYN
3887707,,BELT PARKWAY,,QUEENS
4007032,,,,
3866996,,,1700 WEBSTER AVENUE,BRONX
3937937,,WEST 129TH STREET,,MANHATTAN
3994423,,,,
3934221,,,,
3990824,,,,
4061813,,,4714 AMBOY ROAD,STATEN ISLAND
3849435,,,,
4004979,,,,
3911606,,,,
4002564,,,,
4016633,,,,
3998621,,,,
3838657,,,,
4005807,,,,
3889015,,,,
3979456,,,,
3947619,,,,
4044723,,,,
3871939,,BRUCKNER EXPRESSWAY,,BRONX
3831877,,,,
4008792,,BROOKLYN-QUEENS EXPRESSWAY,,BROOKLYN
3924594,,,,
4004605,,,22-70 36TH STREET,QUEENS
3972890,,,,
4017159,,,,
3920519,,,783 WINTHROP STREET,BROOKLYN
4037102,,,,
4013471,,,,
4039829,,,,
3995194,,,,
3901384,,,,
3914742,,,,
3899189,,,,
3970403,,,,
4038183,,,309 WESTWOOD AVENUE,STATEN ISLAND
3871798,,SCHERMERHORN STREET,,BROOKLYN
4006339,,,146-36 DELAWARE AVENUE,QUEENS
4053666,,,,
3898496,,,40-25 ASTORIA BOULEVARD NORTH,QUEENS
3912937,,,,
3837108,,,,
3927417,,,,
3971471,,STATEN ISLAND EXPRESSWAY,,STATEN ISLAND
4013771,,JACKIE ROBINSON PARKWAY,,QUEENS
3907796,,,,
3999865,,,788 EASTERN PARKWAY,BROOKLYN
3929297,,,,
4012590,,,,
3961353,"(40.8567147, -73.8440378)",,,BRONX
3878737,,,,
4011630,,,,
3994912,,NORTH CONDUIT AVENUE,,QUEENS
3986494,,LONG ISLAND EXPRESSWAY,,QUEENS
4043993,,,,
4037855,,,,
3901643,,CHURCH STREET,,MANHATTAN
3974869,,,1158 5TH AVENUE,MANHATTAN
3865445,,,,
3968280,"(40.8193989, -73.811238)",,,BRONX
3857077,,,,
3840475,"(40.7049163, -74.0173428)",,,MANHATTAN
3969671,,,451 WEST 13TH STREET,MANHATTAN
3853357,,,,
4005184,,,,
4048823,,,95-03 87TH STREET,QUEENS
3926218,,FDR DRIVE,,MANHATTAN
4014341,"(40.7566953, -73.9484021)",,,QUEENS
3878166,,SANFORD AVENUE,,QUEENS
3922706,,,,
3860663,,,,
3843001,,,,
3848902,,,12300 FLATLANDS AVENUE,BROOKLYN
4027006,,,,
3876461,,,101-19 159TH AVENUE,QUEENS
4050273,,,,
3891201,,,,
3924107,,,,
3992060,,,,
3878234,,BEDFORD AVENUE,,BROOKLYN
3979751,,,,
4026065,,,,
4051643,,,,
3948034,,,,
3975607,,,,
3829434,,,,
3913599,,,,
3865043,,,,
3876765,,,,
4036579,,FDR DRIVE,,MANHATTAN
4009747,,,,
3852995,"(40.8108132, -73.9525786)",,,MANHATTAN
3854579,,GRAND CENTRAL PARKWAY,,QUEENS
4053821,,,78-07 JAMAICA AVENUE,QUEENS
3957948,,,,
3903072,,LONG ISLAND EXPRESSWAY,,QUEENS
3825008,,,2121 2ND AVENUE,MANHATTAN
4006994,,,,
4021025,,,,
4021688,,,2383 85TH STREET,BROOKLYN
4052975,,,,
3833039,,,,
3838732,,GRAND CENTRAL PARKWAY,,QUEENS
3954140,,,,
3951015,,,,
3963973,,,,
3857816,,,205 HUDSON STREET,MANHATTAN
3884070,,,99 MCDONALD AVENUE,BROOKLYN
4010919,,,,
3982435,,,,
4049232,,,,
3984924,,,,
3884723,,,,
3939800,,,,
3880093,,,,
3931002,,,,
3997282,,,,
3848246,,WEST 5TH STREET,,BROOKLYN
3909026,,,,
3858711,,,,
3864556,,,,
3863308,,,,
3851374,,,,
3913757,,,1201 2ND AVENUE,MANHATTAN
4042855,,,,QUEENS
3821122,"(40.7660501, -73.9833663)",,,MANHATTAN
3897736,,,,
3825100,,,,
3830101,,,,
3947628,,,,
3848582,,,,
4003676,,,,
3862058,,,201 WEST 139TH STREET,MANHATTAN
4027730,"(40.8159028, -73.930711)",,,BRONX
3930982,,,1275 5TH AVENUE,MANHATTAN
3933690,"(40.6673575, -73.8114720123409)",,,QUEENS
3957783,,,,
3998308,,,,
4028783,,BAY STREET,,STATEN ISLAND
3844730,,,,
3867850,,,,
3926311,,FDR DRIVE,,MANHATTAN
3927097,,78TH AVENUE,,QUEENS
3839972,,,,
4039251,"(40.8571424, -73.84378629999999)",,,BRONX
3848635,,,,
3929302,"(40.7674117, -73.98238959999999)",,,MANHATTAN
4019110,,,2726 FREDERICK DOUGLASS BOULEVARD,MANHATTAN
3901747,,,,
3869851,,,,
3848458,,,,
3963660,,EAST 79TH STREET,,MANHATTAN
4035189,,,,
3934461,,,,
4053485,,,,
3862417,,,,
4037988,,,,
3921693,,,,
3890619,,,,
3918590,,ATLANTIC AVENUE,,BROOKLYN
3921486,,,,
3871383,,,,
3981745,,BELT PARKWAY,,BROOKLYN
3935361,,THOMSON AVENUE,,QUEENS
3823608,,,,
4046842,,,505 THROOP AVENUE,BROOKLYN
3978918,,,25-01 48TH STREET,QUEENS
3948804,,BELT PARKWAY,,BROOKLYN
3828250,"(40.7607296, -74.00205799999999)",,,MANHATTAN
4050280,,,,
3977226,,,,
3908470,,,,
4011498,,,,
3884692,,,,
3871763,,,,
3980525,,,,
3892846,,,801 AVENUE P,BROOKLYN
3886954,,CROSS ISLAND PARKWAY,,QUEENS
3972203,,AVENUE D,,BROOKLYN
4033727,"(40.7797263, -73.9267389158453)",,,QUEENS
3873213,,,,
3988789,,,,
4041752,,,,
4054722,,,433 EAST 51ST STREET,MANHATTAN
3971233,,,,
4011759,,,550 WEST 153RD STREET,MANHATTAN
3932752,,COLUMBUS AVENUE,,MANHATTAN
3969249,,,,
4038501,,,,
3887022,,,,
4048901,,,,
3948023,,,,
3921644,,,14 JACKSON STREET,MANHATTAN
3967279,,BELT PARKWAY,,QUEENS
4006690,,CROSS ISLAND PARKWAY,,QUEENS
3880737,,,,
3889083,,,,
4038747,,,,
4016855,,,,
3946625,,,,
3986355,,,,
4030359,,,,
3885833,,,,
3828745,"(40.6749074, -73.9708528)",,,BROOKLYN
4029467,,FREDERICK DOUGLASS CIRCLE,,MANHATTAN
3986365,,,,
3941594,,,,
3870987,,,,
3857929,,,,
4003029,,,420 5TH AVENUE,MANHATTAN
3872337,,,271 58TH STREET,BROOKLYN
3960193,,WEST 215TH STREET,,MANHATTAN
3862987,,,,
3959285,,,,
3931636,,VAN WYCK EXPRESSWAY,,QUEENS
3843260,,,,
3832041,"(40.7480163, -73.9571184485152)",,,QUEENS
3864020,,,,
3961385,,,,
3932603,,BRONX RIVER PARKWAY,,BRONX
4001549,,,,
4047989,,,,
3827056,"(40.7729015, -73.9208689)",,,QUEENS
3992572,,,,
4041140,,,70 HERKIMER PLACE,BROOKLYN
3947415,,,,
3909686,,,,
3962547,,,541 AUSTIN PLACE,BRONX
4030454,,GRAND CENTRAL PARKWAY,,QUEENS
3860267,,,150-15 WILLETS POINT BOULEVARD,QUEENS
3967262,,,,
3974884,,,,
3834935,,,,
3906367,,GRAND CENTRAL PARKWAY,,QUEENS
3972342,,,,
4047399,,,150-09 UNION TURNPIKE,QUEENS
3846658,,,,
3921328,,,,
3878009,,,,
4018642,,,,
3907135,,,,
3981162,,,,
3898226,,,,
3922131,,BEEKMAN STREET,,MANHATTAN
3841861,,,,
3864303,,,,
3884603,,,,
3991279,,,,
3898819,,NEW ENGLAND THRUWAY,,BRONX
4017345,,,,
3917724,,,,
3931376,,,,
3897955,,QUEENS BOULEVARD,,QUEENS
3914260,,,375 64TH STREET,BROOKLYN
3979464,,STATEN ISLAND EXPRESSWAY,,STATEN ISLAND
3953190,,FDR DRIVE,,MANHATTAN
3824295,,,,
3892246,"(40.8572766, -73.8804388)",,,BRONX
3987731,,,1186 CARROLL STREET,BROOKLYN
3882535,,,,
3947048,,,176-37 127TH AVENUE,QUEENS
3872963,,,,
3996983,,EAST 128TH STREET,,MANHATTAN
4012937,"(40.80205005, -73.8297471344276)",,,QUEENS
3827207,,,,
4018257,,,,
4038200,,,,
3833380,,,,
3822071,,,,
3986758,"(40.80205005, -73.8297471344276)",,,QUEENS
3837329,,,,
3877319,,,,
4004922,,,,
3851376,,,,
3948757,,,,
3998361,,,,
3863923,,LONG ISLAND EXPRESSWAY,,QUEENS
3950469,,WEST SHORE EXPRESSWAY,,STATEN ISLAND
4047148,,BLEECKER STREET,,MANHATTAN
4009758,,,653 COURTLAND AVENUE,BRONX
3974694,,BELT PARKWAY,,QUEENS
3976800,,,,
3971556,,,,
3879254,,,301 ROCHESTER AVENUE,BROOKLYN
3872618,,,,
3947497,,,,
3983770,,,,
4006730,,,,
3897211,,,,
3955909,"(40.764684, -73.99178959999999)",,,MANHATTAN
4028580,,,,
4041065,,,,
4031947,,,,
3867430,,,,
4013558,,,,
4007444,,,,
3930062,,,,
3940922,,,,
3913873,,,,
4039753,,,165 WEST 91ST STREET,MANHATTAN
3992802,,,,
3923282,,BELT PARKWAY,,BROOKLYN
3831042,,,,
3967069,,,,
3973069,,,3124 NEW ENGLAND THRUWAY,BRONX
4015657,,,,
3993226,"(40.625758, -73.93356109999999)",,,BROOKLYN
3830270,,,,
3987041,,,36-02 DITMARS BOULEVARD,QUEENS
3892766,,,7146 AMBOY ROAD,STATEN ISLAND
3982868,,ASTORIA BOULEVARD NORTH,,QUEENS
3963595,,,,
3891638,,,142-15 14TH AVENUE,QUEENS
3838161,,,,
3857388,,WILLIS AVENUE BRIDGE,,MANHATTAN
3843662,,,134 EAST 57TH STREET,MANHATTAN
3976478,,GRAND CENTRAL PARKWAY,,QUEENS
3990111,,,,
3997770,,,,
3833776,,,,
3905270,"(40.7559899, -73.9769697)",,,MANHATTAN
4014637,,,,
3868599,,LONG ISLAND EXPRESSWAY,,QUEENS
3848006,,,,
3846660,,,,
4052964,,,,
4037592,,LONG ISLAND EXPRESSWAY,,QUEENS
3914064,,,,
4038322,,,,
3953453,,,,
3931100,,FLUSHING AVENUE,,QUEENS
4026094,,,374 LIBERTY AVENUE,BROOKLYN
4054665,,,,
4044704,,,,
3917039,,,,
3838319,,THROGS NECK BRIDGE,,QUEENS
3929654,,,,
3857567,"(40.7739735, -73.9920947)",,,MANHATTAN
3963651,,,,
4040807,,,,
3855283,,,133-18 LINDEN BOULEVARD,QUEENS
3895531,,,,
3846618,,,,
3872956,,,,
3954718,"(40.706264483871, -74.0164827526882)",,,MANHATTAN
4034097,,,,
4045993,,HENRY HUDSON PARKWAY,,MANHATTAN
3882621,,,,
3981564,,BELT PARKWAY,,BROOKLYN
4048291,,,39-02 28TH STREET,QUEENS
3930881,,,308 BLEECKER STREET,QUEENS
4053008,,,,
3827276,,,,
3830545,,,63 PRESIDENT STREET,STATEN ISLAND
3952995,,,,
3940423,,,,
3982215,,,,
4001815,,CROSS BRONX EXPRESSWAY,,BRONX
3958476,,CANAL STREET,,MANHATTAN
4054568,,,,
3905278,,,,
3928044,,BELT PARKWAY,,QUEENS
3826541,,,325 EXTERIOR STREET,BRONX
4002135,,,,
3895333,,FDR DRIVE,,MANHATTAN
3858031,,,,
3828736,,,,
3985999,,,,
3827744,,,,
3833002,,HORTON AVENUE,,QUEENS
3961602,,,,
4030977,"(40.8733875, -73.8893872)",,,BRONX
3851321,,,,
4007647,,,,
3896848,,,,
3935968,,,502 PROSPECT PLACE,BROOKLYN
3860253,,RICHMOND AVENUE,,STATEN ISLAND
3920350,,,,
3972149,,EAST 167TH STREET,,BRONX
3952374,,,,
3930583,,,1 REMSEN AVENUE,BROOKLYN
3932763,,WEST 96TH STREET,,MANHATTAN
3991471,,,,
3839135,,,,
4033261,"(40.6726511, -73.9696325)",,,BROOKLYN
3892373,,,,
4011115,,LONG ISLAND EXPRESSWAY,,QUEENS
3892212,,,210 MILLER AVENUE,BROOKLYN
3952358,,,,
4014372,,,,
3861028,,,,
4017365,,,1261 5TH AVENUE,MANHATTAN
3867260,,,,
4009699,,,,
3920283,,VERRAZZANO-NARROWS BRIDGE (STATEN ISLAND BOUND),,BROOKLYN
3823408,,,,
3918772,,,,
3929082,,,,
3861909,,,,
3952568,,,,
3886357,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3995636,,,,
3875896,,HENRY HUDSON PARKWAY,,MANHATTAN
3857500,,,,
3935636,,,,
3862315,,CLINTON STREET,,BROOKLYN
3899948,,,,
3855022,,,,
4014563,,,,
3855296,,,,
3959403,,,,
3875897,,,,
3875658,,,367 BLEECKER STREET,MANHATTAN
3913233,,,,
4055493,,,,
3845906,"(40.6400461, -73.9670507)",,,BROOKLYN
3864284,,,,
4045067,,WEST 66TH STREET,,MANHATTAN
3888480,,,,
3974288,,,,
3986502,,,,
3895679,,,,
3868038,,,2 WEST 26TH STREET,MANHATTAN
4046043,,,1126 PUTNAM AVENUE,BROOKLYN
3912002,,,,
3868071,,,,
3965814,,,,
3847718,,,,
3835304,"(40.7843175, -73.9318873)",,,MANHATTAN
4053843,"(40.6340114, -73.8816466)",,,BROOKLYN
3948347,,,,
3946109,,,,
3936894,,,,
3863271,,,,
3851005,,,4878 BROADWAY,MANHATTAN
3941504,,,,MANHATTAN
3933583,,86TH STREET,,BROOKLYN
3983384,,,,MANHATTAN
3956703,,,,
3989332,,,,
3866747,,MONTGOMERY STREET,,BROOKLYN
3921742,,,,
3899719,,,,
3877905,,,,
3943056,,,,
3844077,,,,
3882921,,,,
3920989,,,,
3828064,,,,
3855706,,KINGS HIGHWAY,,BROOKLYN
3844239,,TRANS-MANHATTAN EXPRESSWAY,,MANHATTAN
3917635,,,,
3887742,,,,
3844372,,,,
3893500,,AVENUE D,,BROOKLYN
3840462,,,,
3993056,,,,
4026143,,,,
3845207,,,,
3899920,"(40.7655755, -73.9035386)",,,QUEENS
3861087,,RIVERSIDE DRIVE,,MANHATTAN
4012269,,,,
3896070,,,,
3942719,"(40.7559899, -73.9769697)",,,MANHATTAN
4055285,,,,
3988330,,,,
4054751,,,,
4026090,,HOLLIS AVENUE,,QUEENS
3913027,,,,MANHATTAN
3978137,,,,
3906305,,,,
4050405,,,,
3854199,,,,
4030495,,TRANS-MANHATTAN EXPRESSWAY,,MANHATTAN
3894487,,,,
3875809,,,450 LINCOLN ROAD,BROOKLYN
3984044,,,,
3888525,"(40.7065197, -73.823711)",,,QUEENS
3899799,,,,
3970055,,,,
3920206,,,50 GRANITE STREET,BROOKLYN
3913312,,,,
3992320,,RIVERSIDE DRIVE,,MANHATTAN
4032930,,,,
3895230,,BRONX RIVER PARKWAY,,BRONX
4054036,,,,
3847891,,,138-09 JAMAICA AVENUE,QUEENS
3881515,,,,
4040311,,,,
3964737,,,,
3899979,,,,
3867347,,,,
3911180,,MAJOR DEEGAN EXPRESSWAY,,BRONX
3961638,,,,
3987104,,,,
4016261,,,,
4050126,,,,
3870448,,CROSS BRONX EXPRESSWAY,,BRONX
3921101,,,,
4001560,"(40.6066162, -74.0446602)",,,STATEN ISLAND
3912951,,,,
3860609,,CHRYSTIE STREET,,MANHATTAN
3934895,,,,
3923881,,,,
3822577,,,,
3857897,,,169 AVE W,BROOKLYN
3975752,,ASTORIA BOULEVARD SOUTH,,QUEENS
3985399,,,,
4006330,,,524 HART STREET,BROOKLYN
3865830,,,795 PUTNAM AVENUE,BROOKLYN
3871083,,,,
4048862,,,,
3852224,,,4821 TILDEN AVENUE,BROOKLYN
4003951,,,,
3898002,,,,
3868179,,65TH AVENUE,,QUEENS
